smiles,mpK
c1ccc(cc1)C(CBr)Br,345
O=C(CC(C)=O)c1ccccc1,332
Cc1cc2ccccc2[nH]1,331
Cc1ccc(cc1N)Cl,296
c1cc(ccc1S(=O)(=O)Cl)I,355
CC(C)Nc1ccc(cc1)Nc2ccccc2,350
CC(C)(CCC(C)(C)O)O,362
O=C(CCCCCCCCC(=O)OCC)OCC,275
c1cc(cc(c1)[N+](=O)[O-])C(=O)Cl,306
c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4,590
O=C(NNc1ccccc1)NNc2ccccc2,446
c1cc(ccc1CC(=O)O)F,356
c1cc(c(cc1F)O)[N+](=O)[O-],306
Cc1ccc(c(c1)O)O,341
C1CCOCO1,231
c1ccc(cc1)c2cc(=O)c3ccccc3o2,370
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N,505
C1=C(C(=O)C(=CC1=NCl)Br)Br,353
c1cc2cc(ccc2nc1)N,390
CC(=O)Nc1cccc(c1)Cl,350
c1cc2c(cccc2[N+](=O)[O-])c(c1)[N+](=O)[O-],489
CNC(=O)c1ccccc1,352
CCCCC(=O)N,376
c1ccc(cc1)n2cccc2,332
CCCCCCCCCCCCCCCCCCCCCCCC,324
C1CCC(=O)C(=O)C1,310
CCCCP(=O)(CCCC)CCCC,340
Cc1ccc2c(c1)ccc(n2)C,330
COc1ccc2c(c1)cc[nH]2,327
CC(=O)NN,337
CCCCCCCCC(C)O,268
CS(=O)c1ccccc1,302
c1ccc2c(c1)CCc3ccccc3C2=O,306
c1ccc(cc1)COc2ccc3c(c2)cc[nH]3,372
Cc1ccc(c(c1)C(=O)C)O,320
c1ccc(cc1)c2cnc(o2)c3ccc(cc3)c4ncc(o4)c5ccccc5,515
C=Cc1ccc(cc1)c2ccccc2,389
c1c(cc(c(c1Cl)O)Cl)C(=O)O,541
Nc1c(cc(cc1Cl)[N+]([O-])=O)[N+]([O-])=O,430
c1ccc2c(c1)cccc2CO,334
CCN1C(=O)c2ccccc2C1=O,349
CC(=O)Nc1cccc(c1)[N+](=O)[O-],425
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,325
CCOc1ccccc1O,299
COc1ccc(c(c1)[N+](=O)[O-])N,400
c1cc(cc(c1)F)CC(=O)O,319
Cc1ccc(c(c1)OC)OC,300
CCCCCCCCC#CCCCCCCCC(=O)O,318
COc1ccc(c(c1OC)C(=O)O)C=O,420
CNc1ccccc1[N+](=O)[O-],308
C(CCCCO)CCCO,333
c1c(c(c(c(c1F)F)NN)F)F,362
Cc1cc(nc(c1C#N)Cl)Cl,383
c1ccc2cc(ccc2c1)CBr,326
c1ccc(cc1)c2ccc(o2)c3ccccc3,361
c1ccc(cc1)c2ccc3ccccc3n2,356
CC(=O)c1ccc(cc1)OCC(=O)O,446
c1cc(ccc1N=C=S)[N+](=O)[O-],381
c1cc(c(cc1F)C(=O)O)F,403
c1cc(ccc1C#N)C(=O)N,500
c1ccc(c(c1)CC#N)C(F)(F)F,303
c1ccc(cc1)CS(=O)(=O)c2ccccc2,422
Brc1ccc(Br)c(N)c1,324
Cc1c(c(c(c(c1C)C)Br)C)C,435
c1ccc2c(c1)ccc(n2)C=O,341
COc1ccc2cc(ccc2c1)OC,426
O=C(O)C(C)(c1ccccc1)c1ccccc1,446
CCOC(=O)c1c[nH]nc1N,379
CC(O)CCCCCCCCCCCCCC,320
CCOc1ccc2ccccc2c1C=O,385
CC(C)(C)C(=O)CC#N,341
CC1CNCC(C)O1,188
N#Cc2ccccc2c1ccccc1,311
c1ccc(cc1)COC(=O)c2ccccc2C(=O)OCc3ccccc3,314
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,474
C1CCCCCCCOC(=O)CCCCCC1,308
Fc1cc(cc(F)c1O)C(=O)CC,400
CC(=O)Oc1ccc(cc1)c2ccc(cc2)OC(=O)C,437
c1cc(c(c(c1Cl)C(=O)O)N)Cl,425
C(/C=CCO)O,280
COC(=O)c1ccc(c(c1)[N+](=O)[O-])Cl,353
c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-],520
c1cc(oc1)/C=C/C=O,324
c1ccc(cc1)/C=C/C#N,292
Cc1nnc(s1)S,457
Nc1ccc(cc1)S(=O)(=O)NC(N)=S,455
c1cc(c(cc1N)[N+](=O)[O-])O,402
c1ccc(c(c1)C(=O)NN)[N+](=O)[O-],394
OC(C(=NO)c1ccccc1)c2ccccc2,427
c1ccc(cc1)/C=C/C(=O)c2ccc(cc2)Cl,372
c1cc(cc(c1)O)C[C@@H](C(=O)O)N,538
Cc1ccc(cc1)NC(=O)C,422
C(=C(Cl)Cl)(C(=O)O)Cl,346
C(=O)(C(F)(F)Cl)O,295
C(CC(=O)Cl)C(=O)Cl,290
O(C)c1ccc(N=Nc2ccccc2)cc1,326
c1cc(ccc1CC(=O)O)O,422
O=C(O)CO,353
O=C(O)CCCCCCCCCCCCCCCCC,341
CC(Cl)(Cl)Cl,240
IC(I)I,394.5
CC(C)(C)C(=O)O,306
O=C3c4ccccc4c2cccc1cccc3c12,443
Cc1ccc(Cl)cc1[N+]([O-])=O,312
Cc1cc(C)ccc1[N+](=O)[O-],280
ClC(c1ccccc1)c2ccccc2,289
c1cccc2nnnc12,370
Nc1cc(Cl)c(C)cc1,299
Nc1cc(Cl)ccc1O,416
FC(F)(F)c1ccc(Cl)cc1,237
OC(=O)c1ccc(cc1Cl)[N+]([O-])=O,412
N#Cc1ccncc1,349
Brc1ccc(NC(C)=O)cc1,439
C(COc1ccccc1)Oc2ccccc2,368
ClCc1ccc(Cl)cc1,303
Clc1ccc(Br)cc1,340
CCCCCCCCCCCCCCCCCCO,334
O=C1N(Cl)C(=O)N(Cl)C1(C)C,408
C1CCCCCCC1,285
Oc1ccc(Cl)cc1C(=O)O,444
N=C(N)NC#N,481
CC1CCC2CC1C2(C)C,220
c1ccc2Cc3ccccc3Cc2c1,382
COc1ccc(cc1)c2ccccc2,361
c1ccc(c(c1)CC(=O)O)O,419
Ic1ccccc1N,331
Brc1cc(Br)c(O)cc1,313
OC(=O)c1ccc(I)cc1,546
N#Cc1ccc(Br)cc1,384
N#Cc1ccc(Cl)cc1,365
CCCCCCCCCCCCCCCCCCCCCC,315
O=[N+]([O-])c1cc(N)ccc1Cl,373
O=C(O)CCCCCCCCCCCC,314.5
c1cc(oc1C(=O)O)[N+](=O)[O-],460
Nc2ccc(Cl)cc2C(=O)c1ccccc1,369
COc1ccc2nc(N)sc2c1,439
c1ccc(cc1)c2cccc(c2)[N+](=O)[O-],332
O=[N+]([O-])c1cccc(C(=O)O)c1Cl,454
Nc1cc(ccc1Cl)[N+]([O-])=O,391
OCc1ccccc1Cl,343
CC(C)c1cc(c(C)cc1O)C3(OC(=O)c2ccccc23)c4cc(C(C)C)c(O)cc4C,523
c1ccc(cc1)c2ccc(cc2)C(=O)O,498
COc1ccc(cc1C=O)OC,325
COC1=CC(=O)C=C(OC)C1=O,526
COc1cc(ccc1C=O)OC,345
Ic1ccc(OC)cc1,323
c1ccc(cc1)C(=O)c2ccc(cc2)C(F)(F)F,391
c1ccc(cc1)c2ccccc2C(=O)O,385
c1cc(ccc1C(=O)c2ccc(cc2)Br)Br,447
Clc1ccc(cc1Cl)C(C)=O,346
Oc1cc(ccc1)C(=O)OC,347
COc1cc2c(cc1)nccc2[C@@H](O)[C@@H]4C[C@@H]3CC[N@]4C[C@@H]3C=C,450
Brc1cc(/C=C/C(=O)O)ccc1,450
O=C(\C=C\c2ccc1c(cccc1)c2)\C=C\c2ccc1c(cccc1)c2,515
C(C(=O)O)Br,320
OCCOCCOCCO,269
CCc1ccccc1N,229
Ic1ccc(Cl)cc1,327
Oc1cc(Br)ccc1,304
Oc1cc(O)ccc1CCCCCC,338
Cc1cc(C)cc(C)n1,227
Nc1ccccc1Br,303
Cc1cc(C)c(Br)c(C)c1,275
CC(C)(C)c1ccc(Br)cc1,289
C1=CC=C(C(=C1)C(=O)O)N,417
CCCC=O,177
O=[N+]([O-])c1ccc(C=O)cc1,381
CC1=NC=C(N1C)[N+](=O)[O-],413
OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,367
O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)\C=C/[C@]1(C)[C@H]4C(=O)C[C@@]23C,507
CNC(=O)Oc2cccc1ccccc12,415
OC(=O)c1ccc(Cl)cc1,516
CI,209
O=C1NC(=O)NC(=O)C1(CCCC)CC,401.5
OC(c1ccccc1)c2ccccc2,339
CC(=O)c1ccc2ccccc2c1,326
COC(=O)c1ccccc1,261
Cc1ccc(cc1)S(=O)(Cl)=O,341
CCCCCCC(=O)O,264
CC(=O)CCCCCCCCC,285
CCCCOCCCC,175.1
Oc1ccccc1NC(C)=O,478
O=C(OC)OC,274
ICCI,353
Ic1ccc(cc1)[N+](=O)[O-],449
CC(=O)c1ccc(cc1)I,356
OCCCCCCO,318
O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O,326
Cc1cc(c(cc1Cl)C)Cl,342
Oc1ccc(Cl)cc1,317
O=C(Cc1ccccc1)Cc2ccccc2,305
O=[N+]([O-])c1cc(Cl)ccc1,318
O=[N+]([O-])c1cc(ccc1)C(C)=O,354
CCCC(=O)O,268
O=[N+]([O-])c1ccc(O)cc1,388
NC(=O)c1cnccn1,462
CC(=O)OCCC,178
C1=CC=C(C(=C1)C(=O)O)Cl,413
CCCCCCCCCO,266
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3S2,484
C(#Cc1ccccc1)c2ccccc2,333
C1(CC1)C(=O)O,291
Cc1cc(cc(c1)O)C,336
O=C(OCc1ccccc1)c2ccccc2,291
Cc1ccc(cc1)[N+](=O)[O-],324
O=C(O)CCC(=O)O,458
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,428
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,410
C1=CC(=C(C=C1Cl)Cl)O,315.5
Oc1cccc(Cl)c1Cl,329
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,449
OC(=O)Cc1ccccc1,352
C1=CC=C2C=C3C=CC=CC3=CC2=C1,489.3
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,398
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,509
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,360
CCCC=C,108
CCI,165
CCCCCCOCCO,231
CCCCCCCCCCCCCCCCCCN,329
CC=C(/C)CC,135
Cc1ccccc1O,306
CCCCCCCCCCCC(=O)CCCCCCCCCCC,340
CCC(=O)N,351
Cc1ccccn1,203
CCCCC1CCCCC1,198
Cc1cccc(C)c1O,322
CC1=CC(=CC=C1)C(=O)O,383
CCCCCCCCCCCCI,270
Clc1ccc2NC(C)=NS(=O)(=O)c2c1,603.5
CC(=NNC(=O)c1ccncc1)c2ccco2,472
NC(N)=O,409
O=Cc1ccccc1Cl,282
C1=CC(=CC=C1N)Br,339
CCC1(CCC(=O)NC1=O)c2ccccc2,360.5
c1ccc(cc1)Nc2ccccc2C(=O)O,460
O=S(=O)(NC1CCCCC1)c2ccc(C)cc2,357.5
CC(C)CNCC(C)C,196
COC,135
c1c(cc(c(c1C(=O)O)O)Cl)Cl,497
CN(C)c1ccc(cc1)C(=O)c2ccccc2,362
CC(=O)c1ccc(cc1O)OC,322
c1nncn1N,359
O=Nc1ccccc1,338
CC(C)(C(=O)O)O,352
CN(C)C(=O)N,453
c1cc([nH]c1)C=O,316
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,297
Cc1ccc(cc1Cl)O,325
c1ccc(cc1)P(=O)(O)O,434
c1ccc(cc1)C2(CCCCC2)O,333
C(P(=O)(O)O)P(=O)(O)O,476
CCCCCCCCCCCCCC=O,297
O=C=Nc1ccc(cc1)N=C=O,367
CCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,372
CN(C=O)c1ccccc1,284
CCOc1ccc(cc1OC)C=O,334
c1cc2cccc(c2c(c1)N)N,336
CCc1[nH]cc(n1)C,320
c1ccc(cc1)C(c2ccccc2)C(=O)Cl,326
CC(=O)NC(=O)CN,411
CS(=O)(=O)c1ccc(cc1)C(=O)O,546
C/C(=C/C(=O)O)/C(=O)O,363
CC=C(C)CC,138
B(c1ccccc1C)(O)O,436
CCC/C=C/C(=O)O,306
CC(=O)Nc1ccc(cc1)N,436
c1ccc(c(c1)C(=O)Cl)C(=O)Cl,285
c1cc(cnc1)N,334
c1c(cc(c(c1Cl)N)Br)Cl,353
c1cncc(c1N)N,492
CCO[Si](OCC)(OCC)OCC,187
C(c1c(c(c(c(c1F)F)F)F)F)O,307
Cc1ccc2c(c1)nc[nH]2,388
Cc1ccc(cc1)c2ccccc2,319
CP(=O)(O)O,379
n2cnc(NCc1ccccc1)c3ncnc23,504
Cc1ccc[nH]c1=O,413
NNC(=O)NN,430.5
c1cc(ccc1CC#N)C(F)(F)F,318
NCCCCCO,308
O=[N+]([O-])c1cc(Br)ccc1Br,355
CC(N)=S,388
C[C@@H](CN)O,298
Oc1ccccc1C=Nc2ccccc2,324
c1cc(oc1)C(=O)O,403
COc1ccc(Br)cc1,283
N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3cncn3,454
O=[N+]([O-])c1cc(ccc1N)[N+]([O-])=O,449.5
BrCCCCBr,253
Clc1ccc(CC(=O)O)cc1,376
OC(=O)c1cc(Cl)ccc1Cl,425.5
COC(=O)c1ccccc1C(=O)OC,275
Cc1cc(N)c(C)cc1,285
Cc1ccc(Br)cc1,301.5
Oc1c(cccc1OC)C=O,314
O=[N+]([O-])c1ccc(Cl)cc1Cl,303.5
Clc1cc(O)c(Cl)cc1Cl,342
Fc1ccc(O)cc1,318.5
CC1=C2C=CC=CC2=CC3=CC=CC=C13,351
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,498
Cc1cccc(c1C)O,345
C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,324.5
NC(=O)c1ccccc1,400
OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,421
CC1=C(C(=C(C(=C1C)C)C)C)C,440
COC(=O)C1=CC=C(C=C1)N,387
Clc1cccc(Cl)c1O,341.5
CCOC1=CC=C(C=C1)NC(=O)C,408
CCCCOC(=O)C1=CC=C(C=C1)O,342
C1COCCN1CCO,275
CC1CCC(CC1)C(C)C,183.1
O=C(O)CCCCCCCCC(=O)O,407.5
Fc1cccc(O)c1,283
CC(CC)(CO)CO,317
CC(C)CC(=O)O,240
OC1CCCC1,254
Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)c4cc3,528.25
FC(F)(F)CC(F)(F)F,175
COC(=O)c1ccc(C)cc1,310
COc1ccccc1CC#N,339
Nc1ccc2cc3ccccc3cc2c1,508
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,503
[O-][N+](=O)NC/1=N/CCN\1Cc2cnc(Cl)cc2,413.1
O=C(CCCCCCC)OCC,226
FC(F)(F)C(F)C(F)(F)F,142
c1cc(ccc1)c2ccc(cc2)c3ccccc3,486
Oc1ccc(Br)cc1,339
NCCC(=O)O,469
CCCC(N)C(=O)O,576
c1ccc2c(c1)c(c[nH]2)CCN,387
B(c1ccccc1)(c2ccccc2)OCCN,462
CC(=O)Nc1ccc(cc1)OC,400
CCCCC(COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC)CC,203
c1ccc2c(c1)C(=O)NC2=O,507
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,448
CCN(CC)c1ccc2c(c1)OC(=O)C=C2C,343
c1cc2c(cc1C(=O)O)OCO2,506
Cc1cc(cc(c1)C(C)(C)C)C,251
c1ccc(cc1)CNc2ccc(cc2)O,357
C1CCNCC1,262
C12C(C(=O)OC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,510
c1ccc2c(c1)nc(s2)N,401
c1cccc5c1cc4c2c5cccc2c3ccccc34,437
c1ccc(cc1)NC(=O)NN,397
CC(C)C(C)(C)O,263
c1ccc(c(c1)CCl)Cl,260
Oc1ccc(cc1Cl)[N+]([O-])=O,379
c1ccc2c(c1)ccc(c2C=O)O,352
Cc1ccc(cc1)P(c2ccc(cc2)C)c3ccc(cc3)C,418
c1ccc(cc1)C(=O)c2cc(ccc2N)[N+](=O)[O-],440
OCc2cc(Oc1ccccc1)ccc2,283
C(C(CO)(CO)COCC(CO)(CO)CO)O,490
C=CCC(=O)O,234
c1cc(c(cc1[N+](=O)[O-])C=O)O,398
C(=O)(C(C(C(=O)O)(F)F)(F)F)O,388
Oc1ccc(C[C@H](NC(C)=O)C(=O)O)cc1,422
c1cc(c(cc1C(=O)O)O)[N+](=O)[O-],507
c1ccc(cc1)C(=O)Oc2ccc(cc2)[N+](=O)[O-],416
O=C1CCCCCCCCC1,297
Cc1cc(c(c(c1C)Br)C)C,333
c1cc(c(cc1Br)CO)O,382
COc1ccccc1C(=O)c2ccccc2,310
COC(=O)c1cc(ccc1O)Cl,319
CC(C)N(CC)C(C)C,223
C[Si](C)(C)C#C[Si](C)(C)C,295
c1cc(cc2c1cc(cc2)O)O,497
c1ccc(cc1)N/C=N/c2ccccc2,411
CCOC(=O)C(c1ccccc1)(c2ccccc2)O,303
c1ccc(c(c1)C=O)C#N,377
O[C@H](c2ccnc1ccccc12)[C@@H]4C[C@@H]3CC[N@]4C[C@@H]3C=C,473
c1cc(ccc1CC(=O)O)C(F)(F)F,353
c1ccc(c(c1)/C=C/C(=O)O)C(F)(F)F,475
O=C1CCC2C3CCC4CC(OCc5ccccc5)CCC4(C)C3CCC12C,489
c1ccc(cc1)COC(=O)/C=C/c2ccccc2,308
O=C1c3c(O)c(OC)c(O)cc3OC(=C1)c2ccc(OC)cc2,498
O=[N+]([O-])c1ccc(cc1)C=Cc1ccc(N)cc1[N+](=O)[O-],471
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,460
FC(F)(F)C(=O)C(F)(F)F,144
Cc1ccccc1CCl,271
c1ccc(cc1)Nc2ccc(cc2)O,342
Cc1ccnc(c1)C,213
CCN(CC)c1ccc(cc1)Br,307
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,525
CC(C)(C)CO,327
CCC(C)(C)O,261
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl,432
O=C3c1ccccc1C(=O)c2c3cccc2N,523
Oc1cc(C)c(Cl)cc1C(C)C,332
Cc1ccccc1CO,312
O=C1CCN(N1)c2ccccc2,395
CN(C)c1cccc(O)c1,356
Cc1cc(C)cc(c1)[N+](=O)[O-],347
O=C(Oc1ccccc1)Oc2ccccc2,352
CC(C)CC(C)C,150
CCCCCCCCCCC=O,271
O=C(Cl)c1ccc(Cl)cc1,286
C1CCOCC1,224
CCCCCCCCCCN,286
O=C(O)C(S)C(S)C(O)=O,470
Ic1cc(cc(I)c1O)[N+]([O-])=O,430
Fc2cccc1ccccc12,260
CC(C)(C)Br,253
CC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,450
CN=C=S,308
CC(C)(C)c1cccc(c1)O,318
CC(=O)CCC(=O)O,302
CC(C)CCCCC,164
Brc1c(O)c(Br)c(Br)c(Br)c1Br,503
CC(O)(C)c1ccccc1,307
O=[N+]([O-])c1ccc(C#N)cc1,422
N#Cc1cccc(C)c1,250
Oc2ccc(Oc1ccccc1)cc2,353
CC(=O)c1ccco1,302.5
Cc1cc(Cl)ccc1O,320
c1cc(ccc1C#N)c2ccc(cc2)C#N,507
OC(=O)c1cccc(C#N)c1,496
CC1(OC(=O)CC(=O)O1)C,367
Cc1ccc(cc1)C(=O)N,436
Cc1cc(nc2c1cccc2)Cl,328
CC(=O)Oc1ccc(cc1)OC(=O)C,394
N#Cc1ccccc1N,321
CC(=O)Nc1ccc(cc1)C=O,429
CCC(=O)CCCCCCCC,286
COc1ccc(cc1)C=Nc2ccccc2,338
N(=C/c1ccc(N(C)C)cc1)\c2ccccc2,372
C1CC=CCCCC1,257
COc1ccc(cc1)/C=C/C(=O)c2ccccc2,348
C1CNCCN1,383
OCCOCCOCC,197
COCCOCCOC,209
O=Cc1cc(O)ccc1,378
c1ccc(cc1)OCCCl,297
Oc1ccccc1OC,301
COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,446
c1ccc(cc1)CCCC(=O)O,324
O=C2c3ccccc3c1ccccc1C2=O,483
Cc1cccc(C)c1N,281
CC(C)CC(C)=O,193
CCCCCCN,250
OCC(CO)(CO)CO,533.5
C1C2=CC=CC=C2C3=CC4=CC=CC=C4C=C31,483
COC1=CC=CC(=C1)C(=O)O,379
Cc1c(cccc1[N+](=O)[O-])[N+]([O-])=O,338
O=[N+]([O-])c1ccccc1CCl,320
Clc1c(OC)cc(Cl)c(Cl)c1Cl,357
O=C(C)Nc1ccc(cc1)C(=O)O,529
O=C(C)c1cccc(c1)C(C)=O,309
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],363
CCc1ccc(O)cc1,316.5
Ic1ccccc1[N+](=O)[O-],323
Oc2ccccc2c1ccccc1,330
ClC(Cl)(Cl)c1ccccc1,268
OCC=Cc1ccccc1,303
COc1ccc(OC)cc1,331
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,392
C1=CC=C2C(=C1)C3=CC=CC=C3N2,520
O=C(Oc1ccccc1)c2ccccc2,343
CN(C)C(=O)NC1=CC=C(C=C1)Cl,447
C1=C(C(=CC(=C1Br)Br)Br)Br,455
O=[N+]([O-])c1ccc(N)cc1,421
O=S(=O)(N(CCC)CCC)c1ccc(cc1)C(=O)O,468
C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,542
C1=CC=C(C(=C1)C(=O)O)Br,422
O=[N+]([O-])c1cccc(O)c1,370
C1=CC(=CC=C1C(=O)O)Br,526
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,479
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,314.3
C1=CC=C(C=C1)CCC2=CC=CC=C2,325
C1=CC=C2C(=C1)NC3=CC=CC=C3S2,460
COC(=O)C1=CC=C(C=C1)O,404
CCOC(=O)C1=CC=C(C=C1)N,362
C1=CC=C(C(=C1)C(=O)O)O,432
C=CC=C,160
CC#N,227
CCCCOCCO,198
CCCCCCCCCCCCCCCCCO,330
Cc1cccc(c1)C=C,191
CC(O)(C#C)c1ccccc1,321
CC1=CC=CC=C1C(=O)O,381
BrCCCCCCBr,275
c1cc(cc(c1)I)I,309
OCCCCO,291
CC1CCC(C)C1C,156.6
C(C(CO)([N+](=O)[O-])Br)O,400
c1ccc(cc1)COC(=O)CCC(=O)OCc2ccccc2,318
COc1ccc(c(c1)O)C(=O)c2ccc(cc2O)OC,408
c1c(cc(c(c1C(=O)O)O)I)I,504
c1cc(ccc1C(=O)c2ccc(cc2)F)F,381
c1ccc(c(c1)c2ccccc2C(=O)O)C(=O)O,502
O=C(O)c4ccccc4C=2c3cc(Br)c(O)c(Br)c3OC=1C=2C=C(Br)C(=O)C=1Br,573
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,335
C(CCCO)CCCO,291
CC12CCC(C1)C(C)(C)C2O,321
CC(=O)N1CCOCC1,283
CCCCCCCCCCCCCCCCC#C,300
O=C1C=CC(=O)C2C3C=CC(C3)C12,346
CCOC(=O)C(C(=O)OCC)NC=O,326
c1cnc([nH]1)S,498
CN3[C@H]1CC[C@@H]3[C@H]([C@H](C1)OC(=O)c2ccccc2)C(=O)OC,371
CC(C)(C(=O)O)Br,317
C(C(=O)O)(Cl)Br,300
CN(C)c1ccc(cc1)Cc2ccc(cc2)N(C)C,360
CN(C)CC(=O)O,454
C(CCCC(=O)O)CCCC(=O)O,375
CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,356
n1c3ccccc3nc1c2cscn2,577.5
CC1CNC(C)CN1,387
Clc1cc(Cl)cc(Cl)c1N,347
C(CCl)P(=O)(O)O,343
OC1c3ccccc3Oc2ccccc12,396
COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O,443
CC(C)(N)CO,303
COc1c(cccc1OC)OC,318
Oc1ccc(O)cc1,448
N#Cc1ccccc1O,366.5
C(CCl)O,210
CC/N=C/1\N/C(=N/C(C)C)/NC(=N1)Cl,450
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,441
Ic1ccccc1O,311.5
C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,551
CN1C2=C(C(=O)N(C1=O)C)N=CN2,547
C1C2=CC=CC=C2C3=CC=CC=C31,389
CC=O,149
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,408.5
COB(OC)OC,239
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,387
c1cc(ccc1F)Cl,251
c1cnccc1O,418
ClCCOCCCl,226
FC(F)F,113
OC1CCCCC1,294
c1cc2c(cc(c(c2nc1)O)Br)Br,474
O=C1NC(=O)NC(=O)C1(CC=C)C(C)CCC,368
N[C@@H](Cc1cncn1)C(=O)O,555
CC(C)(C)OO,270
O=S(=O)(OC)OC,241
Cc1ccc2c(c1)C(=O)c3ccccc3C2=O,445
Clc1c(CC(=O)O)c(Cl)ccc1Cl,429
c1ccc2cc(ccc2c1)S(=O)(=O)Cl,349
C(C(=O)O)OCC(=O)O,416
CCCCCCCCCCCCN(C)C,253
OC(=O)c1cccc(c1)C(=O)O,615
CC(=O)Nc1cccc(c1)F,361
c1ccc(cc1)CC(=O)c2ccccc2,328
c1cc2c(cc1CO)OCO2,326
Cc1ccccc1C(=O)N,415
c1cc2c(cc1C(=O)O)C(=O)OC2=O,440
CC(C)C(C(=O)O)Br,312
c1cc2cccnc2c(c1)N,338
c1ccc2c(c1)cc3ccccc3c2[N+](=O)[O-],414
c1cc2c(c(c1)[N+](=O)[O-])C(=O)NC2=O,492
O=C2C=C(Oc1c3ccccc3ccc12)c4ccccc4,426
c1ccc2c(c1)CC(=O)C2,327
Cc1c[nH]cn1,324
CCCCP(CCCC)CCCC,213
c1cc2c(cc1O)CCCC2,335
[nH0]1cc2ccccc2cc1C,336
c1cc(ccc1SSc2ccc(cc2)Cl)Cl,346
c1cc2c(cc1O)CCC2,326
CC(=O)c1cc2ccccc2o1,344
c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)O)O,593
CC1OC1C,188
c1cc(ccc1CBr)C(=O)O,498
c1cc(ccc1OCC(=O)O)Cl,432
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,536
Cc1cc(c(c(c1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,467
c1ccc(cc1)CCC(=O)Cl,266
CC1(C(=O)NC(=O)N1CO)C,378
c1cc2c3c(c1)CCCN3CCC2,308
FC=1C(=O)C(F)=C(F)C(=O)C=1F,452
c1cncnc1N,423
CCNC(=O)C(=O)NCC,453
c1ccc(cc1)C(=O)c2cccc(c2)Br,349
CN1C(=O)CCC1=O,339
